representative,transaction_date,ticker,asset_description,amount,type
Hon. Gilbert Cisneros,2020-03-18,AMTD,Td Ameritrade Holding Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,BK,The bank of New York Mellon Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-31,DSGX,The Descartes Systems Group Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,KHC,The Kraft Heinz Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,TRV,"The Travelers Companies, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,TFC,Truist Financial Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,TWTR,"Twitter, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,TSN,"Tyson Foods, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-03-18,USB,U.S. Bancorp,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,UNP,Union Pacific Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,UPS,"United Parcel Service, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,URI,"United Rentals, Inc.","$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-03-18,UNH,UnitedHealth Group Incorporated Common Stock,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,UHS,"Universal Health Services, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,UNM,Unum Group,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,VTR,"Ventas, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,VRSN,"VeriSign, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,VRSK,"Verisk Analytics, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,V,Visa Inc.,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,VC,Visteon Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,VNO,Vornado Realty Trust,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,GWW,"W.W. Grainger, Inc.","$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,WBA,"Walgreens Boots Alliance, Inc.","$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-12,DIS,Walt Disney Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,DIS,Walt Disney Company,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-03-26,DIS,Walt Disney Company,"$15,001 - $50,000",sale_partial
Hon. Gilbert Cisneros,2020-03-31,WBS,Webster Financial Corporation,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-03-18,WFC,Wells Fargo & Company,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-03-18,WELL,Welltower Inc.,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,WDC,Western Digital Corporation,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-03-18,WAB,Westinghouse air Brake Technologies Corporation,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,WRK,Westrock Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,WY,Weyerhaeuser Company,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-03-18,XLNX,"Xilinx, Inc.","$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-03-26,ACN,Accenture plc Class A Ordinary Shares,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-03-26,AMZN,"Amazon.com, Inc.","$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-03-26,HD,"Home Depot, Inc.","$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-03-26,MMP,Magellan Midstream Partners L.P. Limited Partnership,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-03-26,MMP,Magellan Midstream Partners L.P. Limited Partnership,"$15,001 - $50,000",purchase
Hon. Kevin Hern,2020-03-26,MSFT,Microsoft Corporation,"$250,001 - $500,000",purchase
Hon. Kevin Hern,2020-03-26,--,MORGAN STANLEY FIN LLC MTN ZERO CPN,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-03-26,OKE,"ONEOK, Inc.","$15,001 - $50,000",purchase
Hon. Kevin Hern,2020-03-26,TXN,Texas Instruments Incorporated,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-03-27,WMB,"Williams Companies, Inc.","$15,001 - $50,000",purchase
Hon. Kevin Hern,2020-03-26,WMB,"Williams Companies, Inc.","$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-03-26,WPX,"WPX Energy, Inc.","$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-03-26,WPX,"WPX Energy, Inc.","$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-06-23,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-23,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-02,RUN,Sunrun Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-07-02,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-01,RUN,Sunrun Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-07-01,RUN,Sunrun Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-07-07,VSLR,"Vivint Solar, Inc.","$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-06-23,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-23,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-02,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-01,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-01,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-01,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-07,VSLR,"Vivint Solar, Inc.","$1,001 -",sale_partial
Hon. Nancy Pelosi,2021-02-18,AB,"AllianceBerstein Holding LP. Purchased 15,000 shares.","$500,001 - $1,000,000",purchase
Hon. Nancy Pelosi,2021-02-23,AB,"AllianceBerstein Holding LP. Purchased 25,000 shares.","$500,001 - $1,000,000",purchase
Hon. Dean Phillips,2021-02-10,--,Citigroup Inc Var Rt Perp Mat dtd 2/18/2021,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2021-02-19,--,Citigroup Inc Var Rt Perp Mat dtd 2/18/2021,"$1,001 - $15,000",purchase
Hon. Dean Phillips,2021-02-16,--,Citigroup Inc Var Rt Perp Mat dtd 11/13/2015,"$1,001 - $15,000",sale_partial
Hon. Dean Phillips,2021-02-19,--,Citigroup Inc Var Rt Perp Mat dtd 11/13/2015,"$1,001 - $15,000",sale_full
Hon. Dean Phillips,2021-02-05,--,Goldman Sachs Group Inc Var Rt Perp Mat dtd 4/23/2015,"$250,001 - $500,000",sale_full
Hon. Kurt Schrader,2021-02-05,TCEHY,Tencent Holdings,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-02-09,PYPL,PayPal Holdings Inc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-02-09,SQ,Square Inc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-02-16,AON,AON plc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-02-16,MSCI,MSCI Inc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-02-05,--,S&P 500 Dep Receipts,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-02-09,--,S&P 500 Dep Receipts,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-02-09,FIS,Fidelity National Info Svcs,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-02-09,OWLSX,OW Large Cap Strategies Fund,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-02-10,SEA,SEA Limited ADR,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-02-10,MSFT,Microsoft Corp,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-02-10,BLK,Blackrock Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-02-10,CTAS,Cintas Corp,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-02-10,HD,Home Depot,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-14,MELI,MercadoLibre Inc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-01-14,SEA,SEA Ltd ADR,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-01-20,FIX,iShares Chine Large-Cap ETF,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-01-24,PLD,ProLogis Inc,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-01-05,ROST,Ross Stores Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-05,OWLSX,Old Westbury Large Cap Strategies Fund,"$15,001 - $50,000",sale_full
Hon. Kurt Schrader,2022-01-05,MSFT,Microsoft Corporation,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-05,UNP,Union Pacific Corp,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-06,ZTS,Zoetis Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-06,V,Visa Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-06,NOW,ServiceNow Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-06,IQVA,Iqvia Holdings Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-06,AAPl,Apple Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-20,HD,Home Depot Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-20,NKE,Nike Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-31,AON,AON plc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-25,NUSC,Nuveen ESG,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-01-25,IWM,iShares Trust - iShares Russell 2000 ETF,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-01-25,BIAWX,Brown Advisory Sustainable Growth Fund,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-12-09,CHTR,Charter Communications Inc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-12-14,AON,AON plc,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2021-07-20,CISIX,Calvert US Large Cap Core Responsible Index Fund,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2021-07-20,--,iShares Trust - Unknown Sector,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-11-11,LZ,LegalZoom.com Inc,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2022-03-01,DAIUF,Daifuku Co Ltd Ordinary Shares,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2022-03-01,FANUF,Fanuc Limited Ordinary Shares,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2022-03-07,NEE,NextEra Energy Inc,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2022-03-01,--,VGP NV NPV Common,"$15,001 - $50,000",sale_full
Hon. Donald Sternoff Beyer,2022-03-07,--,Virginia College Bldg 3% 02/01/37,"$15,001 - $50,000",sale_full
Hon. Kurt Schrader,2022-03-08,UNP,Union Pacific Corp,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-03-08,APD,Air Products & Chemicals,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-03-24,SPDR,S&P 500 Depository Receipts,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-03-17,AXP,American Express,"$1,001 - $15,000",purchase
Hon. Kurt Schrader,2022-03-17,NTR,Nutrien LTD,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-03-17,XOM,EXXON Mobile Corp,"$1,001 - $15,000",sale_full
Hon. Kurt Schrader,2022-03-07,GD,General Dynamics Corp,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-06-09,--,AST ACADEMIC STRATEGIES ASSET ALLOC PORT,"$250,001 - $500,000",exchange
Hon. Kevin Hern,2020-06-09,--,AST BLACKROCK GLOBAL STRATEGIES PORT,"$250,001 - $500,000",exchange
Hon. Kevin Hern,2020-06-09,--,AST GOLDMAN SACHS MULTI- ASSET,"$250,001 - $500,000",exchange
Hon. Kevin Hern,2020-06-09,--,AST PRUDENTIAL GROWTH ALLOCATION,"$250,001 - $500,000",exchange
Hon. Kevin Hern,2020-06-10,XOM,Exxon Mobil Corporation,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL ISHARES TACTICAL GROWTH,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/FIRST STATE GLOBAL INFRASTRUCTURE,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/FRANKLIN TEMP GLBLMULTIBOND,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/GS DIVIDEND INC & GR,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/JPMORGAN HEDGED EQUITY,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/MC INFO TECH SECTOR,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/MELLON EQUITY INCOME,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/MELLON NASDAQ 100 INDEX,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/MELLON S&P 400 MIDCAP INDEX,"$100,001 - $250,000",purchase
Hon. Kevin Hern,2020-06-11,--,JNL/PIMCO INVESTMENT GRADE CREDIT BOND,"$50,001 - $100,000",purchase
Hon. Kevin Hern,2020-06-11,MSFT,Microsoft Corporation,"$1,001 - $15,000",purchase
Hon. Kevin Hern,2020-06-29,WMB,"Williams Companies, Inc.","$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-07-09,PSQ,ProShares Short QQQ,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-06-22,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-22,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-02,RUN,Sunrun Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-07-02,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-02,RUN,Sunrun Inc.,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-07-08,VSLR,"Vivint Solar, Inc.","$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-07-09,PSQ,ProShares Short QQQ,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-06-22,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-06-22,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-02,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-02,RUN,Sunrun Inc.,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-08,VSLR,"Vivint Solar, Inc.","$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-07-09,PSQ,ProShares Short QQQ,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-06-29,--,Verizon Comm Bond,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-06-29,--,Iron Mountain Bond,"$15,001 - $50,000",sale_full
Hon. Nancy Pelosi,2020-06-24,AXP,American Express Company,"$100,001 - $250,000",purchase
Hon. Nancy Pelosi,2020-06-18,AAPL,Apple Inc.,"$1,000,001 - $5,000,000",sale_full
Hon. Nancy Pelosi,2020-06-18,NFLX,"Netflix, Inc.","$1,000,001 - $5,000,000",purchase
Hon. Nancy Pelosi,2020-06-12,PYPL,"PayPal Holdings, Inc.","$500,001 - $1,000,000",purchase
Hon. Nancy Pelosi,2020-06-12,PYPL,"PayPal Holdings, Inc.","$500,001 - $1,000,000",purchase
Hon. Nancy Pelosi,2020-06-24,PYPL,"PayPal Holdings, Inc.","$250,001 - $500,000",purchase
Hon. Nancy Pelosi,2020-06-18,CRM,Salesforce.com Inc,"$1,000,001 - $5,000,000",purchase
Hon. Gilbert Cisneros,2020-11-19,ADBE,Adobe,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-04,LNT,Alliant Energy,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-24,LNT,Alliant Energy,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-25,LNT,Alliant Energy,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-19,AMZN,Amazon,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-19,AAPL,Apple,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-24,CRNC,Cerence,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-13,CNS,Cohen & Steers,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-24,CYRX,CryoPort,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-24,EBS,Emergent Biosolutions,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-24,DAVA,Endava,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-13,DAVA,Endava,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-19,ERIC,Ericsson,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-04,ERIC,Ericsson,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-13,FIVE,Five Below,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-18,GDDY,GoDaddy,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-24,HELE,Helen of Troy,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-19,INTU,Intuit,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-04,IQV,IQVIA Holdings,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-11-27,MA,Mastercard,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-13,MTX,Mineral Technologies,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-19,NFLX,Netflix,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-18,NICE,NICE Ltd - ADR Shares representing one Ordinary Share,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-24,PCTY,Paylocity Holding,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-19,PYPL,Paypal,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-04,PYPL,Paypal,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-04,PRAH,PRA Health Sciences,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-05,PRAH,PRA Health Sciences,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-06,PRAH,PRA Health Sciences,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-13,QDEL,Quidel,"$1,001 - $15,000",sale_full
Hon. Gilbert Cisneros,2020-11-24,RPD,Rapid7,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-13,RBA,Ritchie Bros. Auctioneers,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-10,ROKU,Roku,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-19,CRM,Salesforce.com,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-13,SUPN,Supernus Pharmaceuticals,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-19,TDOC,Teladoc Health,"$15,001 - $50,000",purchase
Hon. Gilbert Cisneros,2020-11-24,SHYF,The Shyft Group,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-24,VRSK,Verisk Analytics,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-18,VRSK,Verisk Analytics,"$1,001 - $15,000",purchase
Hon. Gilbert Cisneros,2020-11-25,VRSK,Verisk Analytics,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-17,VTRS,Viatris,"$1,001 - $15,000",exchange
Hon. Gilbert Cisneros,2020-11-24,VRTU,Virtusa,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-13,VRTU,Virtusa,"$1,001 - $15,000",sale_partial
Hon. Gilbert Cisneros,2020-11-27,V,Visa,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-11-04,BX,The Blackstone Group Inc. Class A,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-11-09,IWN,iShares Russell 2000 Value ETF,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2020-11-09,PSQ,ProShares Short QQQ,"$15,001 - $50,000",sale_full
Hon. Alan S. Lowenthal,2020-11-09,SH,ProShares Short S&P500,"$15,001 - $50,000",sale_full
Hon. Alan S. Lowenthal,2020-11-04,BX,The Blackstone Group Inc. Class A,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-11-09,IWN,iShares Russell 2000 Value ETF,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-11-09,PSQ,ProShares Short QQQ,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-11-09,SH,ProShares Short S&P500,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2020-11-04,BX,The Blackstone Group Inc. Class A,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-04-16,DEACU,Diamond Eagle Acquisition Corp. - unit,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-04-13,SH,ProShares Short S&P500,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-04-16,BX,The Blackstone Group Inc. Class A,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2020-04-16,DEACU,Diamond Eagle Acquisition Corp. - unit,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-04-13,SH,ProShares Short S&P500,"$1,001 - $15,000",sale_partial
Hon. Alan S. Lowenthal,2020-04-16,BX,The Blackstone Group Inc. Class A,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2020-04-13,SH,ProShares Short S&P500,"$1,001 -",sale_partial
Hon. Alan S. Lowenthal,2020-04-16,BX,The Blackstone Group Inc. Class A,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2021-08-13,LZ,LegalZoom.com Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-08-16,LZ,LegalZoom.com Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-08-10,KHC,Kraft Heinz Foods Co - Corp Bond at 3% 06/01/2026,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-03-18,KRE,SPDR S&P Regional Banking ETF,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-03-18,KRE,SPDR S&P Regional Banking ETF,"$15,001 - $50,000",purchase
Hon. Alan S. Lowenthal,2021-03-17,ADBE,Adobe Inc,"$1,001 -",purchase
Hon. Alan S. Lowenthal,2021-03-18,--,Ares Capital,"$1,001 - $15,000",sale_full
Hon. Alan S. Lowenthal,2021-03-17,ADSK,Autodesk Inc,"$1,001 - $15,000",purchase
Hon. Alan S. Lowenthal,2021-03-18,KRE,SPDR S&P Regional Banking ETF,"$1,001 - $15,000",purchase
Hon. Nancy Pelosi,2020-09-03,CRWD,"CrowdStrike Holdings, Inc. - Class A","$500,001 - $1,000,000",purchase
Hon. Donald Sternoff Beyer,2020-05-01,ACN,Accenture plc Class A Ordinary Shares,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-07,ACN,Accenture plc Class A Ordinary Shares,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-01,GOOG,Alphabet Inc. - Class C Capital Stock,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-01,AMZN,"Amazon.com, Inc.","$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-01,AAPL,Apple Inc.,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-07,AAPL,Apple Inc.,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-07,BRK.B,Berkshire Hathaway Inc. New,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-08,TDDXX,BLF FedFund,"$1,001 - $15,000",purchase
Hon. Donald Sternoff Beyer,2020-05-20,TDDXX,BLF FedFund,"$1,001 - $15,000",purchase
Hon. Donald Sternoff Beyer,2020-05-19,TDDXX,BLF FedFund,"$500,001 - $1,000,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-18,TDDXX,BLF FedFund,"$50,001 - $100,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-21,TDDXX,BLF FedFund,"$15,001 - $50,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-04,TDDXX,BLF FedFund,"$15,001 - $50,000",purchase
Hon. Donald Sternoff Beyer,2020-05-11,TDDXX,BLF FedFund,"$1,001 - $15,000",purchase
Hon. Donald Sternoff Beyer,2020-05-07,TDDXX,BLF FedFund,"$15,001 - $50,000",purchase
Hon. Donald Sternoff Beyer,2020-05-01,TDDXX,BLF FedFund,"$50,001 - $100,000",purchase
Hon. Donald Sternoff Beyer,2020-05-21,--,California St Var Purp 4.00% 08/01/36,"$15,001 - $50,000",purchase
Hon. Donald Sternoff Beyer,2020-05-01,C,"Citigroup, Inc.","$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-07,C,"Citigroup, Inc.","$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-01,CGNX,Cognex Corporation,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-07,CGNX,Cognex Corporation,"$1,001 - $15,000",sale_full
Hon. Donald Sternoff Beyer,2020-05-07,CYRX,"CryoPort, Inc.","$1,001 - $15,000",sale_full
